SKU	ManufacturerPartNum	OnMarket
001BCF1512S22230X160	BCF-1512-S22-230X160	1
001BCF1512S22280X190	BCF-1512-S22-280X190	1
001BCF1512S22330X240	BCF-1512-S22-330X240	1
001BCF1512S55230X160	BCF-1512-S55-230X160	1
001BCF1512S55280X190	BCF-1512-S55-280X190	0
001BCF1512S55330X240	BCF-1512-S55-330X240	0
001BCF1514S42230X160	BCF-1514-S42-230X160	1
001BCF1514X31230X160	BCF-1514-X31-230X160	1
001BCF1530U22230X160	BCF-1530-U22-230X160	1
001BCF1530U43230X160	BCF-1530-U43-230X160	1
001BCF1548X11230X160	BCF-1548-X11-230X160	1
001BCF1589N33230X160	BCF-1589-N33-230X160	1
001BCF1589S22230X160	BCF-1589-S22-230X160	1
001BCF1589S33230X160	BCF-1589-S33-230X160	1
001BCF1589U11230X160	BCF-1589-U11-230X160	1
001BCF1639H33230X160	BCF-1639-H33-230X160	1
001BCF1639S22230X160	BCF-1639-S22-230X160	1
001BCF1639W33230X160	BCF-1639-W33-230X160	1
001BCF1639W55230X160	BCF-1639-W55-230X160	1
001BCF1642N11230X160	BCF-1642-N11-230X160	1
001BCF1642U22230X160	BCF-1642-U22-230X160	1
001BCF1642U55230X160	BCF-1642-U55-230X160	1
001BCF1642W33230X160	BCF-1642-W33-230X160	1
001BCF1642W55230X160	BCF-1642-W55-230X160	1
001BCF1648S42230X160	BCF-1648-S42-230X160	1
001BCF1648U21230X160	BCF-1648-U21-230X160	1
001BCF1648U31230X160	BCF-1648-U31-230X160	1
001BCF1648U51230X160	BCF-1648-U51-230X160	1
001BCF1656N11230X160	BCF-1656-N11-230X160	1
001BCF1656R55230X160	BCF-1656-R55-230X160	1
001BCF1656S11230X160	BCF-1656-S11-230X160	1
001BCF1656U22230X160	BCF-1656-U22-230X160	1
001BCF1656U33230X160	BCF-1656-U33-230X160	1
001BCF1663R11230X160	BCF-1663-R11-230X160	1
001BCF1663U42230X160	BCF-1663-U42-230X160	1
001BCF1663U43230X160	BCF-1663-U43-230X160	0
001BCF1663U45230X160	BCF-1663-U45-230X160	1
001BCF1664S22230X160	BCF-1664-S22-230X160	1
001BCF1664U22230X160	BCF-1664-U22-230X160	1
001BCF1664U33230X160	BCF-1664-U33-230X160	1
001BCF1664U55230X160	BCF-1664-U55-230X160	1
001BCF1673W11230X160	BCF-1673-W11-230X160	0
001BCF1685R11230X160	BCF-1685-R11-230X160	1
001BCF1685W33230X160	BCF-1685-W33-230X160	1
001BCF3130P11230X160	BCF-3130-P11-230X160	0
001BCF3130X11230X160	BCF-3130-X11-230X160	1
001BCF3870R55230X160	BCF-3870-R55-230X160	1
001BCF3870R55280X190	BCF-3870-R55-280X190	0
001BCF3870R55330X240	BCF-3870-R55-330X240	0
001BCF3870R55400X300	BCF-3870-R55-400X300	0
001BCF3881R55230X160	BCF-3881-R55-230X160	1
001BCF3881R55280X190	BCF-3881-R55-280X190	1
001BCF3881R55330X240	BCF-3881-R55-330X240	1
001BCF4230B55230X160	BCF-4230-B55-230X160	1
001BCF4230B55400X300	BCF-4230-B55-400X300	0
001BCF4230P11230X160	BCF-4230-P11-230X160	0
