Campaign	Ad Group	Keyword	Keyword Type	Max CPC	Keyword Status
NEW_SKU_CAMPAIGN	BC0290OR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290OR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290OR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290OR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS	Pink Adjustable Height Reclining Baby High Chair	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290PS		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD	Red Adjustable Height Reclining Baby High Chair	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB	Blue Adjustable Height Reclining Baby High Chair	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC0290XB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB	Blue XL 68cm Iron Bird Cage with Tray & Perch	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8400TB		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996	80cm Wooden Adjustable Baby High Chair	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BC8996		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674	600 Thread Count Cotton 4 Pc Tartan King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD2674		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006	600 Thread Cotton 4 Pc Mediterranean King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD4006		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914	600 Thread Count Cotton 4 Pc Plaid King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD5914		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116	Grey Inflatable Car Seat Travel Mattress Bed	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR	Green Inflatable Car Seat Travel Mattress Bed	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD6116GR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196	600 Thread Cotton 4 Pc Cream Striped King Doona Quilt Cover	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL	600 Thread Cotton 4 Pc Sky Blue Striped King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD	600 Thread Cotton 4 Pc Rose Red Striped King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7196RD		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644	600 Thread Cotton 4 Pc Chocolate Heaven King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG	600 Count Cotton 4 Pc Contrast Pink King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644RG		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK	600 Count Cotton 4 Pc Scarlet Black King Doona Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD7644WK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643	600 Count Cotton 4 Pc Graduated Earth Tone King Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8643		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933	Cotton 600TC 4 Pc 155cm X 205cm Dbl Mickey Mouse Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR	Cotton 600TC Double 155cm X 205cm 4Pc Cars Cartoon Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933AR		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE	Cotton 600TC Double 155cm X 205cm 4 Pc Pooh Bear Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933BE		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP	Cotton 600TC Double 155cm X 205cm 4Pc Spiderman Quilt Cover Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BD8933SP		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198	2014 Model 60cm Wheeled Pet Dog Cat Carrier With Handle	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL	2014 Model Blue 60cm Wheeled Pet Dog Cat Carrier With Handle	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BP0198BL		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2	2 Black Chrome Base Footrest Adjustable Height Bar Stools	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BS8025X2		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734	20L ABS Plastic IP67 Water Dust Proof Electronics Equipment Case	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7734		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822	10 Pcs 18cm to 26cm Steel Cookware Pots Set	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7822		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922	3 In 1 Indoor Golf Driving Swing Practice Mat	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7922		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934	51cm Stainless Steel Dish & Cutlery Drying Rack	Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	BZ7934		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK	Couture Style Triple Tier Tray Cosmetic Makeup Box	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK	Pink Couture Triple Tier Tray Cosmetic Makeup Box	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CC6800PK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120	120 Pcs Bulk Lot Mixed Coloured Wooden Clothes Hangers	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CH1400X120		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351	142cm Folding Stainless Steel Clothes Drying Rack	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR3351		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001	White PU Leather Eames DAW Chair & Maple Legs	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK	Black PU Leather Eames DAW Chair & Maple Legs	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CR4001BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK	Professional 52cc Chainsaw & Carlton Chain	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS5222BK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS6224RK	62CC Professional Chainsaw & Carlton Chain	Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS6224RK		Broad	0.2	Active
NEW_SKU_CAMPAIGN	CS6224RK		Broad	0.2	Active
