id	title	description	google_product_category	product_type	link	image_link	condition	availability	price	shipping	brand	mpn
001871CHOC165X115	Elegant Cut and Loop Pile Rug Chocolate 165x115cm	Elegant Cut and Loop Pile Rug Chocolate 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Chocolate-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871CHOC165X115/001871CHOC165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871CHOC165X115
001871CHOC225X155	Elegant Cut and Loop Pile Rug Chocolate 225x155cm	Elegant Cut and Loop Pile Rug Chocolate 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Chocolate-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871CHOC225X155/001871CHOC225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871CHOC225X155
001871CHOC300X80	Elegant Cut And Loop pile Runner Chocolate 300x80cm	Elegant Cut And Loop pile Runner Chocolate 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Chocolate-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871CHOC300X80/001871CHOC300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871CHOC300X80
001871CHOC320X230	Elegant Cut and Loop Pile Rug Chocolate 320x230cm	Elegant Cut and Loop Pile Rug Chocolate 320x230cm	Home & Garden > Decor > Rugs	Rugs > ~ 320cm x 230cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Chocolate-320x230cm&cam=51	http://www.soldsmart.com.au/files/001871CHOC320X230/001871CHOC320X230_gshop_img.jpg	new	in stock	634.95 AUD	AU:::40.44 AUD	Soldsmart	001871CHOC320X230
001871CHOC400X80	Elegant Cut And Loop pile Runner Chocolate 400x80cm	Elegant Cut And Loop pile Runner Chocolate 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Chocolate-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871CHOC400X80/001871CHOC400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871CHOC400X80
001871EGGPLANT165X11	Elegant Cut and Loop Pile Rug Eggplant 165x115cm	Elegant Cut and Loop Pile Rug Eggplant 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Eggplant-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT165X11/001871EGGPLANT165X11_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871EGGPLANT165X11
001871EGGPLANT225X15	Elegant Cut and Loop Pile Rug Eggplant 225x155cm	Elegant Cut and Loop Pile Rug Eggplant 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Eggplant-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT225X15/001871EGGPLANT225X15_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871EGGPLANT225X15
001871EGGPLANT280X19	Elegant Cut and Loop Pile Rug Eggplant 280x190cm	Elegant Cut and Loop Pile Rug Eggplant 280x190cm	Home & Garden > Decor > Rugs	Rugs > ~ 280cm x 190cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Eggplant-280x190cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT280X19/001871EGGPLANT280X19_gshop_img.jpg	new	in stock	454.95 AUD	AU:::29.95 AUD	Soldsmart	001871EGGPLANT280X19
001871EGGPLANT300X80	Elegant Cut And Loop pile Runner Eggplant 300x80cm	Elegant Cut And Loop pile Runner Eggplant 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Eggplant-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT300X80/001871EGGPLANT300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871EGGPLANT300X80
001871EGGPLANT320X23	Elegant Cut and Loop Pile Rug Eggplant 320x230cm	Elegant Cut and Loop Pile Rug Eggplant 320x230cm	Home & Garden > Decor > Rugs	Rugs > ~ 320cm x 230cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Eggplant-320x230cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT320X23/001871EGGPLANT320X23_gshop_img.jpg	new	in stock	634.95 AUD	AU:::40.44 AUD	Soldsmart	001871EGGPLANT320X23
001871EGGPLANT400X80	Elegant Cut And Loop pile Runner Eggplant 400x80cm	Elegant Cut And Loop pile Runner Eggplant 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Eggplant-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871EGGPLANT400X80/001871EGGPLANT400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871EGGPLANT400X80
001871GREY165X115	Elegant Cut and Loop Pile Rug Grey 165x115cm	Elegant Cut and Loop Pile Rug Grey 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Grey-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871GREY165X115/001871GREY165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871GREY165X115
001871GREY225X155	Elegant Cut and Loop Pile Rug Grey 225x155cm	Elegant Cut and Loop Pile Rug Grey 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Grey-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871GREY225X155/001871GREY225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871GREY225X155
001871GREY280X190	Elegant Cut and Loop Pile Rug Grey 280x190cm	Elegant Cut and Loop Pile Rug Grey 280x190cm	Home & Garden > Decor > Rugs	Rugs > ~ 280cm x 190cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Grey-280x190cm&cam=51	http://www.soldsmart.com.au/files/001871GREY280X190/001871GREY280X190_gshop_img.jpg	new	in stock	454.95 AUD	AU:::29.95 AUD	Soldsmart	001871GREY280X190
001871GREY300X80	Elegant Cut And Loop pile Runner Grey 300x80cm	Elegant Cut And Loop pile Runner Grey 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Grey-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871GREY300X80/001871GREY300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871GREY300X80
001871GREY400X80	Elegant Cut And Loop pile Runner Grey 400x80cm	Elegant Cut And Loop pile Runner Grey 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Grey-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871GREY400X80/001871GREY400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871GREY400X80
001871LATTE165X115	Elegant Cut and Loop Pile Rug Latte 165x115cm	Elegant Cut and Loop Pile Rug Latte 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Latte-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871LATTE165X115/001871LATTE165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871LATTE165X115
001871LATTE225X155	Elegant Cut and Loop Pile Rug Latte 225x155cm	Elegant Cut and Loop Pile Rug Latte 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Latte-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871LATTE225X155/001871LATTE225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871LATTE225X155
001871LATTE300X80	Elegant Cut And Loop pile Runner Latte 300x80cm	Elegant Cut And Loop pile Runner Latte 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Latte-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871LATTE300X80/001871LATTE300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871LATTE300X80
001871LATTE400X80	Elegant Cut And Loop pile Runner Latte 400x80cm	Elegant Cut And Loop pile Runner Latte 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Latte-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871LATTE400X80/001871LATTE400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871LATTE400X80
001871PETROL165X115	Elegant Cut and Loop Pile Rug Petrol 165x115cm	Elegant Cut and Loop Pile Rug Petrol 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Petrol-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871PETROL165X115/001871PETROL165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871PETROL165X115
001871PETROL225X155	Elegant Cut and Loop Pile Rug Petrol 225x155cm	Elegant Cut and Loop Pile Rug Petrol 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Petrol-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871PETROL225X155/001871PETROL225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871PETROL225X155
001871PETROL280X190	Elegant Cut and Loop Pile Rug Petrol 280x190cm	Elegant Cut and Loop Pile Rug Petrol 280x190cm	Home & Garden > Decor > Rugs	Rugs > ~ 280cm x 190cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Petrol-280x190cm&cam=51	http://www.soldsmart.com.au/files/001871PETROL280X190/001871PETROL280X190_gshop_img.jpg	new	in stock	454.95 AUD	AU:::29.95 AUD	Soldsmart	001871PETROL280X190
001871PETROL300X80	Elegant Cut And Loop pile Runner Blue 300x80cm	Elegant Cut And Loop pile Runner Blue 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Blue-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871PETROL300X80/001871PETROL300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871PETROL300X80
001871PETROL400X80	Elegant Cut And Loop pile Runner Blue 400x80cm	Elegant Cut And Loop pile Runner Blue 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Blue-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871PETROL400X80/001871PETROL400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871PETROL400X80
001871PIST165X115	Elegant Cut and Loop Pile Rug Pistachio 165x115cm	Elegant Cut and Loop Pile Rug Pistachio 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Pistachio-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871PIST165X115/001871PIST165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871PIST165X115
001871PIST225X155	Elegant Cut and Loop Pile Rug Pistachio 225x155cm	Elegant Cut and Loop Pile Rug Pistachio 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Pistachio-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871PIST225X155/001871PIST225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871PIST225X155
001871PIST300X80	Elegant Cut And Loop pile Runner Pistachio 300x80cm	Elegant Cut And Loop pile Runner Pistachio 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Pistachio-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871PIST300X80/001871PIST300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871PIST300X80
001871PIST400X80	Elegant Cut And Loop pile Runner Pistachio 400x80cm	Elegant Cut And Loop pile Runner Pistachio 400x80cm	Home & Garden > Decor > Rugs	Rugs > Runners	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Pistachio-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871PIST400X80/001871PIST400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871PIST400X80
001871RED165X115	Elegant Cut and Loop Pile Rug Red 165x115cm	Elegant Cut and Loop Pile Rug Red 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Red-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871RED165X115/001871RED165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871RED165X115
001871RED225X155	Elegant Cut and Loop Pile Rug Red 225x155cm	Elegant Cut and Loop Pile Rug Red 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Red-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871RED225X155/001871RED225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871RED225X155
001871RED280X190	Elegant Cut and Loop Pile Rug Red 280x190cm	Elegant Cut and Loop Pile Rug Red 280x190cm	Home & Garden > Decor > Rugs	Rugs > ~ 280cm x 190cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Red-280x190cm&cam=51	http://www.soldsmart.com.au/files/001871RED280X190/001871RED280X190_gshop_img.jpg	new	in stock	454.95 AUD	AU:::29.95 AUD	Soldsmart	001871RED280X190
001871RED300X80	Elegant Cut And Loop pile Runner Red 300x80cm	Elegant Cut And Loop pile Runner Red 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Red-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871RED300X80/001871RED300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871RED300X80
001871RED400X80	Elegant Cut And Loop pile Runner Red 400x80cm	Elegant Cut And Loop pile Runner Red 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Red-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871RED400X80/001871RED400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871RED400X80
001871TAUPE165X115	Elegant Cut and Loop Pile Rug Taupe 165x115cm	Elegant Cut and Loop Pile Rug Taupe 165x115cm	Home & Garden > Decor > Rugs	Rugs > ~ 165cm x 115cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Taupe-165x115cm&cam=51	http://www.soldsmart.com.au/files/001871TAUPE165X115/001871TAUPE165X115_gshop_img.jpg	new	in stock	154.95 AUD	AU:::14.95 AUD	Soldsmart	001871TAUPE165X115
001871TAUPE225X155	Elegant Cut and Loop Pile Rug Taupe 225x155cm	Elegant Cut and Loop Pile Rug Taupe 225x155cm	Home & Garden > Decor > Rugs	Rugs > ~ 225cm x 155cm	http://www.soldsmart.com.au/Elegant-Cut-and-Loop-Pile-Rug-Taupe-225x155cm&cam=51	http://www.soldsmart.com.au/files/001871TAUPE225X155/001871TAUPE225X155_gshop_img.jpg	new	in stock	294.95 AUD	AU:::24.95 AUD	Soldsmart	001871TAUPE225X155
001871TAUPE300X80	Elegant Cut And Loop pile Runner Taupe 300x80cm	Elegant Cut And Loop pile Runner Taupe 300x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 300cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Taupe-300x80cm&cam=51	http://www.soldsmart.com.au/files/001871TAUPE300X80/001871TAUPE300X80_gshop_img.jpg	new	in stock	174.95 AUD	AU:::19.95 AUD	Soldsmart	001871TAUPE300X80
001871TAUPE400X80	Elegant Cut And Loop pile Runner Taupe 400x80cm	Elegant Cut And Loop pile Runner Taupe 400x80cm	Home & Garden > Decor > Rugs	Rugs > ~ 400cm x 80cm	http://www.soldsmart.com.au/Elegant-Cut-And-Loop-pile-Runner-Taupe-400x80cm&cam=51	http://www.soldsmart.com.au/files/001871TAUPE400X80/001871TAUPE400X80_gshop_img.jpg	new	in stock	224.95 AUD	AU:::19.95 AUD	Soldsmart	001871TAUPE400X80
001994TAUPE280X190	Modern woollen Rug Taupe 280x190cm	Modern woollen Rug Taupe 280x190cm	Home & Garden > Decor > Rugs	Rugs > ~ 280cm x 190cm	http://www.soldsmart.com.au/Modern-woollen-Rug-Taupe-280x190cm&cam=51	http://www.soldsmart.com.au/files/001994TAUPE280X190/001994TAUPE280X190_gshop_img.jpg	new	in stock	344.95 AUD	AU:::29.95 AUD	Soldsmart	001994TAUPE280X190
