Campaign	Ad Group	AdGroup Status
NEW_SKU_CAMPAIGN	DB0098RD	Paused
NEW_SKU_CAMPAIGN	DB5897	Paused
NEW_SKU_CAMPAIGN	DB8161	Paused
NEW_SKU_CAMPAIGN	DB8162	Paused
NEW_SKU_CAMPAIGN	DB8381	Paused
NEW_SKU_CAMPAIGN	DB8406	Paused
NEW_SKU_CAMPAIGN	DB8447BK	Paused
NEW_SKU_CAMPAIGN	DB8447BL	Paused
NEW_SKU_CAMPAIGN	DB8503	Active
NEW_SKU_CAMPAIGN	DB8549	Paused
NEW_SKU_CAMPAIGN	DB8578	Paused
NEW_SKU_CAMPAIGN	DB8588	Paused
NEW_SKU_CAMPAIGN	DB8656	Paused
NEW_SKU_CAMPAIGN	DB8656BR	Paused
NEW_SKU_CAMPAIGN	DB8688	Paused
NEW_SKU_CAMPAIGN	DB8688CM	Paused
NEW_SKU_CAMPAIGN	DB8788	Paused
NEW_SKU_CAMPAIGN	DC0080	Paused
NEW_SKU_CAMPAIGN	DC0080PK	Paused
NEW_SKU_CAMPAIGN	DC0303	Paused
NEW_SKU_CAMPAIGN	DC0803	Paused
NEW_SKU_CAMPAIGN	DC1300	Paused
NEW_SKU_CAMPAIGN	DC1300FD	Paused
NEW_SKU_CAMPAIGN	DC1550	Paused
NEW_SKU_CAMPAIGN	DC2000	Paused
NEW_SKU_CAMPAIGN	DC2029BL	Paused
NEW_SKU_CAMPAIGN	DC2029GR	Paused
NEW_SKU_CAMPAIGN	DC2029KB	Paused
NEW_SKU_CAMPAIGN	DC2029PK	Paused
NEW_SKU_CAMPAIGN	DC2325	Paused
NEW_SKU_CAMPAIGN	DC3000	Paused
NEW_SKU_CAMPAIGN	DC3002	Active
NEW_SKU_CAMPAIGN	DC3003	Active
NEW_SKU_CAMPAIGN	DC3004	Active
NEW_SKU_CAMPAIGN	DC3007	Active
NEW_SKU_CAMPAIGN	DC3008	Paused
NEW_SKU_CAMPAIGN	DC3009	Paused
NEW_SKU_CAMPAIGN	DC3010	Paused
NEW_SKU_CAMPAIGN	DC3011	Paused
NEW_SKU_CAMPAIGN	DC3012	Paused
NEW_SKU_CAMPAIGN	DC3013	Paused
NEW_SKU_CAMPAIGN	DC3014	Paused
NEW_SKU_CAMPAIGN	DC3015	Paused
NEW_SKU_CAMPAIGN	DC3016	Paused
NEW_SKU_CAMPAIGN	DC3017	Paused
NEW_SKU_CAMPAIGN	DC3018	Paused
NEW_SKU_CAMPAIGN	DC3019	Paused
NEW_SKU_CAMPAIGN	DF0725	Paused
NEW_SKU_CAMPAIGN	DF0740	Paused
NEW_SKU_CAMPAIGN	DG2500	Active
NEW_SKU_CAMPAIGN	DG2500YL	Paused
NEW_SKU_CAMPAIGN	DG3000	Paused
NEW_SKU_CAMPAIGN	DG3673	Paused
NEW_SKU_CAMPAIGN	DG5628	Active
NEW_SKU_CAMPAIGN	DG6441	Paused
NEW_SKU_CAMPAIGN	DG6863	Active
NEW_SKU_CAMPAIGN	DH0180PL	Paused
NEW_SKU_CAMPAIGN	DJ0950	Active
NEW_SKU_CAMPAIGN	DJ1005	Paused
NEW_SKU_CAMPAIGN	DK1760	Paused
NEW_SKU_CAMPAIGN	DK1761	Active
NEW_SKU_CAMPAIGN	DK3080	Paused
NEW_SKU_CAMPAIGN	DN0950	Paused
NEW_SKU_CAMPAIGN	DN2500	Paused
NEW_SKU_CAMPAIGN	DN3000	Paused
NEW_SKU_CAMPAIGN	DN3000DC	Paused
NEW_SKU_CAMPAIGN	DN5000	Paused
NEW_SKU_CAMPAIGN	DO0270	Paused
NEW_SKU_CAMPAIGN	dq0240	Paused
NEW_SKU_CAMPAIGN	DR0810BL	Paused
NEW_SKU_CAMPAIGN	DR0810RD	Active
NEW_SKU_CAMPAIGN	DR0810SL	Paused
NEW_SKU_CAMPAIGN	DR1010	Paused
NEW_SKU_CAMPAIGN	DR1017	Paused
NEW_SKU_CAMPAIGN	DR1020	Paused
NEW_SKU_CAMPAIGN	DR5008	Paused
NEW_SKU_CAMPAIGN	DR5008BL	Paused
NEW_SKU_CAMPAIGN	DR5679	Active
NEW_SKU_CAMPAIGN	DR7000	Paused
NEW_SKU_CAMPAIGN	DR8622	Paused
NEW_SKU_CAMPAIGN	DS0082	Paused
NEW_SKU_CAMPAIGN	DS0120	Paused
NEW_SKU_CAMPAIGN	DS0130BK	Paused
NEW_SKU_CAMPAIGN	DS0130GE	Paused
NEW_SKU_CAMPAIGN	DS0130YL	Paused
NEW_SKU_CAMPAIGN	DS0248AL	Paused
NEW_SKU_CAMPAIGN	DS0248AO	Paused
NEW_SKU_CAMPAIGN	DS0248AP	Paused
NEW_SKU_CAMPAIGN	DS0248AQ	Paused
NEW_SKU_CAMPAIGN	DS0248AT	Paused
NEW_SKU_CAMPAIGN	DS0248AU	Paused
NEW_SKU_CAMPAIGN	DS3051	Paused
NEW_SKU_CAMPAIGN	DT0320	Active
NEW_SKU_CAMPAIGN	DT0756	Paused
NEW_SKU_CAMPAIGN	DT1816BR	Paused
NEW_SKU_CAMPAIGN	DT5190	Paused
NEW_SKU_CAMPAIGN	DT9600	Paused
NEW_SKU_CAMPAIGN	DW0040	Paused
NEW_SKU_CAMPAIGN	dx4027	Paused
NEW_SKU_CAMPAIGN	EB0037BK	Paused
NEW_SKU_CAMPAIGN	EB0037PB	Paused
NEW_SKU_CAMPAIGN	EB0037PK	Active
NEW_SKU_CAMPAIGN	EB0037PW	Paused
NEW_SKU_CAMPAIGN	EB0037RD	Paused
NEW_SKU_CAMPAIGN	EB0100	Active
NEW_SKU_CAMPAIGN	EB0118	Active
NEW_SKU_CAMPAIGN	EB0300	Active
NEW_SKU_CAMPAIGN	EB0370BL	Active
NEW_SKU_CAMPAIGN	EB0370CF	Paused
NEW_SKU_CAMPAIGN	EB0370DB	Active
NEW_SKU_CAMPAIGN	EB0370GE	Paused
NEW_SKU_CAMPAIGN	EB0370GW	Paused
NEW_SKU_CAMPAIGN	EB0370NK	Active
NEW_SKU_CAMPAIGN	EB0370OR	Active
NEW_SKU_CAMPAIGN	EB0370OW	Paused
NEW_SKU_CAMPAIGN	EB0370PK	Paused
NEW_SKU_CAMPAIGN	EB0370PU	Paused
NEW_SKU_CAMPAIGN	EB0370RD	Paused
NEW_SKU_CAMPAIGN	EB0370RDOFF	Paused
NEW_SKU_CAMPAIGN	EB0370RDWT	Paused
NEW_SKU_CAMPAIGN	EB0370RH	Paused
NEW_SKU_CAMPAIGN	EB0370WK	Paused
NEW_SKU_CAMPAIGN	EB0370YLRD	Paused
NEW_SKU_CAMPAIGN	EC2100BL	Paused
NEW_SKU_CAMPAIGN	EC2100RD	Paused
NEW_SKU_CAMPAIGN	EC2100YL	Paused
NEW_SKU_CAMPAIGN	EC2200BK	Paused
NEW_SKU_CAMPAIGN	EC8773	Active
NEW_SKU_CAMPAIGN	EC8773BK	Paused
NEW_SKU_CAMPAIGN	EC8782	Paused
NEW_SKU_CAMPAIGN	EC8782WT	Paused
NEW_SKU_CAMPAIGN	EC8783	Paused
NEW_SKU_CAMPAIGN	EC8783GR	Paused
NEW_SKU_CAMPAIGN	EC8785	Paused
NEW_SKU_CAMPAIGN	EC8812	Paused
NEW_SKU_CAMPAIGN	EC8813	Paused
NEW_SKU_CAMPAIGN	EC8829	Paused
NEW_SKU_CAMPAIGN	ED0900	Paused
NEW_SKU_CAMPAIGN	EG0130YL	Paused
NEW_SKU_CAMPAIGN	EG0260BK	Paused
NEW_SKU_CAMPAIGN	EG0260BL	Paused
NEW_SKU_CAMPAIGN	EG0260RD	Paused
NEW_SKU_CAMPAIGN	EG0260YL	Paused
NEW_SKU_CAMPAIGN	EG2011BK	Paused
NEW_SKU_CAMPAIGN	EG2011BKBK	Paused
NEW_SKU_CAMPAIGN	EG2011GR	Paused
NEW_SKU_CAMPAIGN	EG2011MX	Paused
NEW_SKU_CAMPAIGN	EG2011OR	Paused
NEW_SKU_CAMPAIGN	EG2011RD	Paused
NEW_SKU_CAMPAIGN	EG4600	Paused
NEW_SKU_CAMPAIGN	EG4600BK	Paused
NEW_SKU_CAMPAIGN	EGBG30BK	Paused
NEW_SKU_CAMPAIGN	EGBG30BL	Paused
NEW_SKU_CAMPAIGN	EGBG30GR	Paused
NEW_SKU_CAMPAIGN	EGBG30PU	Paused
NEW_SKU_CAMPAIGN	EGBG30RD	Paused
NEW_SKU_CAMPAIGN	EGBG30YL	Paused
NEW_SKU_CAMPAIGN	egr001bk	Paused
NEW_SKU_CAMPAIGN	EL0001	Paused
NEW_SKU_CAMPAIGN	EP1150	Active
NEW_SKU_CAMPAIGN	EP9500	Paused
NEW_SKU_CAMPAIGN	EQ0114	Active
NEW_SKU_CAMPAIGN	EQ0114SL	Active
NEW_SKU_CAMPAIGN	EQ0114wt	Active
NEW_SKU_CAMPAIGN	ET0860	Paused
NEW_SKU_CAMPAIGN	ET0860XH	Active
NEW_SKU_CAMPAIGN	ET6950	Active
NEW_SKU_CAMPAIGN	EV4320BK	Active
NEW_SKU_CAMPAIGN	EV4320BL	Active
NEW_SKU_CAMPAIGN	EV4320RD	Active
NEW_SKU_CAMPAIGN	EV4320YE	Paused
NEW_SKU_CAMPAIGN	EW0201	Paused
NEW_SKU_CAMPAIGN	EW0301	Active
NEW_SKU_CAMPAIGN	FA3090	Paused
NEW_SKU_CAMPAIGN	FB0110	Paused
NEW_SKU_CAMPAIGN	FB0110BL	Paused
NEW_SKU_CAMPAIGN	FB0110KB	Paused
NEW_SKU_CAMPAIGN	FB0305X5	Paused
NEW_SKU_CAMPAIGN	FB0958BL	Paused
NEW_SKU_CAMPAIGN	FB0958GR	Paused
NEW_SKU_CAMPAIGN	FB0958RD	Paused
NEW_SKU_CAMPAIGN	FB0958YL	Paused
NEW_SKU_CAMPAIGN	FB2010X5	Paused
NEW_SKU_CAMPAIGN	FB3500	Paused
NEW_SKU_CAMPAIGN	FC9043	Active
NEW_SKU_CAMPAIGN	FD0106HL	Paused
NEW_SKU_CAMPAIGN	FD0106TR	Paused
NEW_SKU_CAMPAIGN	FD0122KK	Paused
NEW_SKU_CAMPAIGN	FD0122KS	Active
NEW_SKU_CAMPAIGN	FD0122YK	Paused
NEW_SKU_CAMPAIGN	FD0189	Active
NEW_SKU_CAMPAIGN	FD0190	Paused
NEW_SKU_CAMPAIGN	FD1180	Paused
NEW_SKU_CAMPAIGN	FD3331	Active
NEW_SKU_CAMPAIGN	FD8008	Paused
NEW_SKU_CAMPAIGN	FD9100	Active
NEW_SKU_CAMPAIGN	FD9109	Paused
NEW_SKU_CAMPAIGN	FD9125	Active
NEW_SKU_CAMPAIGN	FD9317	Active
NEW_SKU_CAMPAIGN	FF0081	Active
NEW_SKU_CAMPAIGN	FG0303BL	Paused
NEW_SKU_CAMPAIGN	FG0303GR	Paused
NEW_SKU_CAMPAIGN	FL0380	Active
NEW_SKU_CAMPAIGN	FL2180	Paused
NEW_SKU_CAMPAIGN	FL8200	Active
NEW_SKU_CAMPAIGN	FM3200	Paused
NEW_SKU_CAMPAIGN	FN0165	Active
NEW_SKU_CAMPAIGN	FP1340	Paused
NEW_SKU_CAMPAIGN	FP1340GE	Active
NEW_SKU_CAMPAIGN	FR1050	Paused
NEW_SKU_CAMPAIGN	FR1227	Paused
NEW_SKU_CAMPAIGN	FR1227RD	Paused
NEW_SKU_CAMPAIGN	FR2800	Active
NEW_SKU_CAMPAIGN	FR6058	Paused
NEW_SKU_CAMPAIGN	FR6580	Paused
NEW_SKU_CAMPAIGN	FS0083X32	Paused
NEW_SKU_CAMPAIGN	FS0085X24	Paused
NEW_SKU_CAMPAIGN	FS0085X70	Active
NEW_SKU_CAMPAIGN	FS1019	Paused
NEW_SKU_CAMPAIGN	FS1020	Paused
NEW_SKU_CAMPAIGN	FS1022	Paused
NEW_SKU_CAMPAIGN	FS1024	Paused
NEW_SKU_CAMPAIGN	FS3232	Paused
NEW_SKU_CAMPAIGN	FS6220	Active
NEW_SKU_CAMPAIGN	FT0001	Paused
NEW_SKU_CAMPAIGN	FT0006BL	Active
NEW_SKU_CAMPAIGN	FT0006WT	Paused
NEW_SKU_CAMPAIGN	FT0060GD	Paused
NEW_SKU_CAMPAIGN	FT0182	Active
NEW_SKU_CAMPAIGN	FT1720	Paused
NEW_SKU_CAMPAIGN	FT2076BL	Paused
NEW_SKU_CAMPAIGN	FT2076GR	Paused
NEW_SKU_CAMPAIGN	FT2730	Paused
NEW_SKU_CAMPAIGN	FW0296	Active
NEW_SKU_CAMPAIGN	G2165BK	Paused
NEW_SKU_CAMPAIGN	G2165BL	Paused
NEW_SKU_CAMPAIGN	G2165GB	Paused
NEW_SKU_CAMPAIGN	G2165GR	Active
NEW_SKU_CAMPAIGN	G2165PI	Paused
NEW_SKU_CAMPAIGN	G2165PK	Paused
NEW_SKU_CAMPAIGN	G2165PU	Paused
NEW_SKU_CAMPAIGN	G2165PY	Paused
NEW_SKU_CAMPAIGN	G2165RB	Paused
NEW_SKU_CAMPAIGN	G2165RD	Paused
NEW_SKU_CAMPAIGN	G2165RDBK	Paused
NEW_SKU_CAMPAIGN	G2165RY	Paused
NEW_SKU_CAMPAIGN	G2165YL	Paused
NEW_SKU_CAMPAIGN	G2165YY	Paused
NEW_SKU_CAMPAIGN	G3085BK	Paused
NEW_SKU_CAMPAIGN	G3085BL	Active
NEW_SKU_CAMPAIGN	G3085GR	Active
NEW_SKU_CAMPAIGN	G3085PU	Active
NEW_SKU_CAMPAIGN	G3085RD	Paused
NEW_SKU_CAMPAIGN	G3085WT	Active
NEW_SKU_CAMPAIGN	G3085YL	Active
NEW_SKU_CAMPAIGN	G3086BK	Paused
NEW_SKU_CAMPAIGN	G3086BL	Paused
NEW_SKU_CAMPAIGN	G3086GR	Paused
NEW_SKU_CAMPAIGN	G3086KBL	Paused
NEW_SKU_CAMPAIGN	G3086KRD	Paused
NEW_SKU_CAMPAIGN	G3086OR	Paused
NEW_SKU_CAMPAIGN	G3086PU	Paused
NEW_SKU_CAMPAIGN	G3086RD	Paused
NEW_SKU_CAMPAIGN	G3086WT	Paused
NEW_SKU_CAMPAIGN	G3088KDRD	Paused
NEW_SKU_CAMPAIGN	G3088RD	Paused
NEW_SKU_CAMPAIGN	G3800BK	Paused
NEW_SKU_CAMPAIGN	G3800BL	Paused
NEW_SKU_CAMPAIGN	G3800NT	Paused
NEW_SKU_CAMPAIGN	G3800YL	Paused
NEW_SKU_CAMPAIGN	G3801NT	Paused
NEW_SKU_CAMPAIGN	G3801PU	Paused
NEW_SKU_CAMPAIGN	G3802BL	Paused
NEW_SKU_CAMPAIGN	G4000BK	Paused
NEW_SKU_CAMPAIGN	G4000GR	Active
NEW_SKU_CAMPAIGN	G4000NT	Active
NEW_SKU_CAMPAIGN	G4000PU	Paused
NEW_SKU_CAMPAIGN	G4001NT	Paused
NEW_SKU_CAMPAIGN	GB4080	Paused
NEW_SKU_CAMPAIGN	GB8040	Active
NEW_SKU_CAMPAIGN	GC0408	Active
NEW_SKU_CAMPAIGN	GC0408RD	Active
NEW_SKU_CAMPAIGN	GC2203A	Paused
NEW_SKU_CAMPAIGN	GC2203RD	Paused
NEW_SKU_CAMPAIGN	GC2206FRD	Paused
NEW_SKU_CAMPAIGN	GD0058	Paused
NEW_SKU_CAMPAIGN	GD9358	Paused
NEW_SKU_CAMPAIGN	GD9365	Paused
NEW_SKU_CAMPAIGN	GE0001	Paused
NEW_SKU_CAMPAIGN	GE0002	Paused
NEW_SKU_CAMPAIGN	GE0011	Paused
NEW_SKU_CAMPAIGN	GE0021	Paused
NEW_SKU_CAMPAIGN	GE1080MJ	Paused
NEW_SKU_CAMPAIGN	GE1080RD	Paused
NEW_SKU_CAMPAIGN	GE3512	Paused
NEW_SKU_CAMPAIGN	GE3512BL	Paused
NEW_SKU_CAMPAIGN	GE3512RD	Paused
NEW_SKU_CAMPAIGN	GE9412	Paused
NEW_SKU_CAMPAIGN	GE9485	Active
NEW_SKU_CAMPAIGN	GE9504	Active
NEW_SKU_CAMPAIGN	GE9504BR	Active
NEW_SKU_CAMPAIGN	GE9617	Paused
NEW_SKU_CAMPAIGN	GF1136BK	Paused
NEW_SKU_CAMPAIGN	GF1693	Paused
NEW_SKU_CAMPAIGN	GF8881	Active
NEW_SKU_CAMPAIGN	GG0270BK	Paused
NEW_SKU_CAMPAIGN	GG0270BL	Paused
NEW_SKU_CAMPAIGN	GG0270DB	Paused
NEW_SKU_CAMPAIGN	GG0270GK	Paused
NEW_SKU_CAMPAIGN	GG0270PU	Paused
NEW_SKU_CAMPAIGN	GG0270RD	Paused
NEW_SKU_CAMPAIGN	GG0270YL	Paused
NEW_SKU_CAMPAIGN	GG2011BK	Paused
NEW_SKU_CAMPAIGN	GG2011BL	Paused
NEW_SKU_CAMPAIGN	GG2011CS	Paused
NEW_SKU_CAMPAIGN	GG2011ST	Paused
NEW_SKU_CAMPAIGN	GG3010	Paused
NEW_SKU_CAMPAIGN	GG3031OR	Paused
NEW_SKU_CAMPAIGN	GH1600	Paused
NEW_SKU_CAMPAIGN	GH1700	Paused
NEW_SKU_CAMPAIGN	GH1800	Paused
NEW_SKU_CAMPAIGN	GH2940	Paused
NEW_SKU_CAMPAIGN	GH2940GR	Paused
NEW_SKU_CAMPAIGN	GH4005	Paused
NEW_SKU_CAMPAIGN	GK2000	Active
NEW_SKU_CAMPAIGN	GL0180LM	Paused
NEW_SKU_CAMPAIGN	GL0180SG	Paused
NEW_SKU_CAMPAIGN	GL0330BL	Paused
NEW_SKU_CAMPAIGN	GL0330WT	Paused
NEW_SKU_CAMPAIGN	GL609A	Paused
NEW_SKU_CAMPAIGN	GL609ARD	Paused
NEW_SKU_CAMPAIGN	GL609ASL	Paused
NEW_SKU_CAMPAIGN	GM1680	Paused
NEW_SKU_CAMPAIGN	GM2512RD	Paused
NEW_SKU_CAMPAIGN	GM3182	Active
NEW_SKU_CAMPAIGN	GM8050	Paused
NEW_SKU_CAMPAIGN	GN3020	Paused
NEW_SKU_CAMPAIGN	gp0620	Paused
NEW_SKU_CAMPAIGN	GP0650	Paused
NEW_SKU_CAMPAIGN	GP2250	Active
NEW_SKU_CAMPAIGN	GP2250OR	Active
NEW_SKU_CAMPAIGN	GP7022	Paused
NEW_SKU_CAMPAIGN	GS0480	Paused
NEW_SKU_CAMPAIGN	GS0480BK	Paused
NEW_SKU_CAMPAIGN	GS0480RW	Active
NEW_SKU_CAMPAIGN	GS4200	Paused
NEW_SKU_CAMPAIGN	GT0005	Paused
NEW_SKU_CAMPAIGN	GT0132	Paused
NEW_SKU_CAMPAIGN	GT2550	Active
NEW_SKU_CAMPAIGN	GT2750	Active
NEW_SKU_CAMPAIGN	GT8558	Active
NEW_SKU_CAMPAIGN	GT9002	Paused
NEW_SKU_CAMPAIGN	GT9004BK	Paused
NEW_SKU_CAMPAIGN	GT9004BL	Paused
NEW_SKU_CAMPAIGN	GT9004YL	Paused
NEW_SKU_CAMPAIGN	GT9005BK	Paused
NEW_SKU_CAMPAIGN	GT9005WT	Paused
NEW_SKU_CAMPAIGN	GT9006	Paused
NEW_SKU_CAMPAIGN	GW4600	Paused
NEW_SKU_CAMPAIGN	GW4600RD	Paused
NEW_SKU_CAMPAIGN	GW9140	Paused
NEW_SKU_CAMPAIGN	GX2125	Paused
NEW_SKU_CAMPAIGN	GZ0500	Paused
NEW_SKU_CAMPAIGN	HB0601OR	Active
NEW_SKU_CAMPAIGN	HB0601RD	Active
NEW_SKU_CAMPAIGN	HB0888	Paused
NEW_SKU_CAMPAIGN	HB0888RDBK	Paused
NEW_SKU_CAMPAIGN	HB1003	Active
NEW_SKU_CAMPAIGN	HB1004	Paused
NEW_SKU_CAMPAIGN	HB1006	Active
NEW_SKU_CAMPAIGN	HC0170	Paused
NEW_SKU_CAMPAIGN	HC0170GR	Paused
NEW_SKU_CAMPAIGN	HC0509OR	Paused
NEW_SKU_CAMPAIGN	HC0509RD	Paused
NEW_SKU_CAMPAIGN	HC6699RD	Paused
NEW_SKU_CAMPAIGN	HD1806	Active
NEW_SKU_CAMPAIGN	HD2655	Paused
NEW_SKU_CAMPAIGN	HD2730	Paused
NEW_SKU_CAMPAIGN	HD3213	Paused
NEW_SKU_CAMPAIGN	HD3215	Active
NEW_SKU_CAMPAIGN	HD9022	Paused
NEW_SKU_CAMPAIGN	HE9747	Active
NEW_SKU_CAMPAIGN	HE9748	Active
NEW_SKU_CAMPAIGN	HF1004	Paused
NEW_SKU_CAMPAIGN	HF1027WT	Paused
NEW_SKU_CAMPAIGN	HF9776	Paused
NEW_SKU_CAMPAIGN	HF9910	Paused
NEW_SKU_CAMPAIGN	HF9914	Paused
NEW_SKU_CAMPAIGN	HG0155BK	Paused
NEW_SKU_CAMPAIGN	HG0155BL	Paused
NEW_SKU_CAMPAIGN	HG0155GR	Paused
NEW_SKU_CAMPAIGN	HG0155PU	Paused
NEW_SKU_CAMPAIGN	HG0155RD	Paused
NEW_SKU_CAMPAIGN	HG0155YL	Paused
NEW_SKU_CAMPAIGN	HG8300	Paused
NEW_SKU_CAMPAIGN	HG8300GE	Paused
NEW_SKU_CAMPAIGN	HG8300RD	Paused
NEW_SKU_CAMPAIGN	HG8300SL	Paused
NEW_SKU_CAMPAIGN	HG8500	Paused
NEW_SKU_CAMPAIGN	HL0120	Paused
NEW_SKU_CAMPAIGN	HL1133	Active
NEW_SKU_CAMPAIGN	HL1133BL	Active
NEW_SKU_CAMPAIGN	HL1133SL	Active
NEW_SKU_CAMPAIGN	HL1133YL	Paused
NEW_SKU_CAMPAIGN	HL2005	Paused
NEW_SKU_CAMPAIGN	HL2005BL	Active
NEW_SKU_CAMPAIGN	HL2005SL	Paused
NEW_SKU_CAMPAIGN	HL2005YL	Paused
NEW_SKU_CAMPAIGN	HL6740	Paused
NEW_SKU_CAMPAIGN	HL6740YL	Active
NEW_SKU_CAMPAIGN	HL9099	Paused
NEW_SKU_CAMPAIGN	HL9712	Paused
NEW_SKU_CAMPAIGN	HL9712BL	Paused
NEW_SKU_CAMPAIGN	HL9712MH	Paused
NEW_SKU_CAMPAIGN	HL9712SL	Paused
NEW_SKU_CAMPAIGN	HL9712YL	Paused
NEW_SKU_CAMPAIGN	HM0020BK	Paused
NEW_SKU_CAMPAIGN	HM0020BL	Paused
NEW_SKU_CAMPAIGN	HM0020RD	Active
NEW_SKU_CAMPAIGN	HM0020YL	Paused
NEW_SKU_CAMPAIGN	HM1979	Paused
NEW_SKU_CAMPAIGN	HM2006BL	Paused
NEW_SKU_CAMPAIGN	HM2006GR	Paused
NEW_SKU_CAMPAIGN	HM2036BL	Paused
NEW_SKU_CAMPAIGN	HM2036GR	Paused
NEW_SKU_CAMPAIGN	HN2100	Paused
NEW_SKU_CAMPAIGN	HN3006	Paused
NEW_SKU_CAMPAIGN	HN3106	Paused
NEW_SKU_CAMPAIGN	HN5005	Paused
NEW_SKU_CAMPAIGN	HN5105	Paused
NEW_SKU_CAMPAIGN	HN6000	Paused
NEW_SKU_CAMPAIGN	HP5500	Paused
NEW_SKU_CAMPAIGN	HP6500	Paused
NEW_SKU_CAMPAIGN	HP6700	Paused
NEW_SKU_CAMPAIGN	HR0080	Paused
NEW_SKU_CAMPAIGN	HR0150X2	Paused
NEW_SKU_CAMPAIGN	HR0160X2	Paused
NEW_SKU_CAMPAIGN	HR2070	Active
NEW_SKU_CAMPAIGN	HR3080	Active
NEW_SKU_CAMPAIGN	HS1190	Paused
NEW_SKU_CAMPAIGN	HS1310	Paused
NEW_SKU_CAMPAIGN	HS3003	Paused
NEW_SKU_CAMPAIGN	HS4300X2	Paused
NEW_SKU_CAMPAIGN	HS4300X2BK	Paused
NEW_SKU_CAMPAIGN	HS4300X2BL	Paused
NEW_SKU_CAMPAIGN	HS4300X2PK	Paused
NEW_SKU_CAMPAIGN	HT0150	Paused
NEW_SKU_CAMPAIGN	HT1031	Paused
NEW_SKU_CAMPAIGN	HT1960	Paused
NEW_SKU_CAMPAIGN	HT2000	Paused
NEW_SKU_CAMPAIGN	HT4110	Paused
NEW_SKU_CAMPAIGN	HT5090	Paused
NEW_SKU_CAMPAIGN	HT7300	Paused
NEW_SKU_CAMPAIGN	HX0085	Paused
NEW_SKU_CAMPAIGN	HX0086	Active
NEW_SKU_CAMPAIGN	IC0130	Paused
NEW_SKU_CAMPAIGN	IC0130XG	Paused
NEW_SKU_CAMPAIGN	IC0156	Paused
NEW_SKU_CAMPAIGN	IC0157	Paused
NEW_SKU_CAMPAIGN	IC0913SW	Paused
NEW_SKU_CAMPAIGN	IC0913WT	Paused
NEW_SKU_CAMPAIGN	IC7490	Paused
NEW_SKU_CAMPAIGN	IG1336	Paused
NEW_SKU_CAMPAIGN	IT0300	Active
NEW_SKU_CAMPAIGN	JB001CAB	Paused
NEW_SKU_CAMPAIGN	JB001CBL	Paused
NEW_SKU_CAMPAIGN	JB001CBY	Active
NEW_SKU_CAMPAIGN	JB001CBZ	Paused
NEW_SKU_CAMPAIGN	JB001CDB	Paused
NEW_SKU_CAMPAIGN	JB001CDE	Paused
NEW_SKU_CAMPAIGN	JB001CDH	Paused
NEW_SKU_CAMPAIGN	JB001CFG	Paused
NEW_SKU_CAMPAIGN	JB001CGD	Paused
NEW_SKU_CAMPAIGN	JB001CHI	Paused
NEW_SKU_CAMPAIGN	JB001CHK	Paused
NEW_SKU_CAMPAIGN	JB001CJT	Paused
NEW_SKU_CAMPAIGN	JB001CPK	Active
NEW_SKU_CAMPAIGN	JB001CRBT	Active
NEW_SKU_CAMPAIGN	JB001CRD	Paused
NEW_SKU_CAMPAIGN	JB001CSM	Paused
NEW_SKU_CAMPAIGN	JG1395	Active
NEW_SKU_CAMPAIGN	JG1439	Paused
NEW_SKU_CAMPAIGN	JG2435	Active
NEW_SKU_CAMPAIGN	JH0128	Paused
NEW_SKU_CAMPAIGN	JH0128LB	Paused
NEW_SKU_CAMPAIGN	JH0128TW	Paused
NEW_SKU_CAMPAIGN	JH0128WX	Paused
NEW_SKU_CAMPAIGN	JH0560	Paused
NEW_SKU_CAMPAIGN	JH0600	Paused
NEW_SKU_CAMPAIGN	JH0790	Active
NEW_SKU_CAMPAIGN	JH0960	Active
NEW_SKU_CAMPAIGN	JH1458	Paused
NEW_SKU_CAMPAIGN	JH1465	Active
NEW_SKU_CAMPAIGN	JH1510	Paused
NEW_SKU_CAMPAIGN	JH1530	Active
NEW_SKU_CAMPAIGN	JH1561	Paused
NEW_SKU_CAMPAIGN	JH1607	Paused
NEW_SKU_CAMPAIGN	JH1607CF	Paused
NEW_SKU_CAMPAIGN	JH1607RB	Paused
NEW_SKU_CAMPAIGN	JH1613	Paused
NEW_SKU_CAMPAIGN	JH1631	Paused
NEW_SKU_CAMPAIGN	JH1651	Active
NEW_SKU_CAMPAIGN	JH1665	Active
NEW_SKU_CAMPAIGN	JH1678	Paused
NEW_SKU_CAMPAIGN	JH1711	Active
NEW_SKU_CAMPAIGN	JH1728	Active
NEW_SKU_CAMPAIGN	JH6602	Paused
NEW_SKU_CAMPAIGN	JH6602SM	Paused
NEW_SKU_CAMPAIGN	JP0001	Paused
NEW_SKU_CAMPAIGN	JP0002	Paused
NEW_SKU_CAMPAIGN	JP0006	Paused
NEW_SKU_CAMPAIGN	JP0008	Paused
NEW_SKU_CAMPAIGN	JP0008XH	Paused
NEW_SKU_CAMPAIGN	JP0011	Paused
NEW_SKU_CAMPAIGN	JP0011XH	Paused
NEW_SKU_CAMPAIGN	JP0350	Paused
NEW_SKU_CAMPAIGN	JP0400	Paused
NEW_SKU_CAMPAIGN	JS1500	Active
NEW_SKU_CAMPAIGN	JS1712	Active
NEW_SKU_CAMPAIGN	JY2040	Paused
NEW_SKU_CAMPAIGN	JY2098	Active
NEW_SKU_CAMPAIGN	JY2104	Active
