Item ID	Custom Label	Quantity Available	Purchases	Bids	Price	Start Date	End Date	Condition	Type	Item Title	Category Leaf Name	Category Number	Private Notes	Site Listed	Download Date	Variation Details	Product Reference ID	Condition ID	OutOfStockControl	LISTING TYPE (DELETE THIS COLUMN IF PERFORMING KERP IMPORT)
264060181125	TEE_WOMENS_HODL_BLK_12	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Women's Tee,Black,12] Style Women's Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_WOMENS_HODL_BLK_14	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Women's Tee,Black,14] Style Women's Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_WOMENS_HODL_BLK_16	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Women's Tee,Black,16] Style Women's Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_MENS_HODL_BLK_M	3	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Men's Basic Tee,Black,M] Style Men's Basic Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_MENS_HODL_BLK_L	1	1		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Men's Basic Tee,Black,L] Style Men's Basic Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_MENS_HODL_BLK_XL	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Men's Basic Tee,Black,XL] Style Men's Basic Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_MENS_HODL_BLK_XXL	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Men's Basic Tee,Black,2XL] Style Men's Basic Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
264060181125	TEE_MENS_HODL_BLK_S	2	0		19.95	26-Nov-18		Brand New	9	HODL Blockchain Bitcoin Crypto Currency Geek Tee T Shirt 100% Cotton Men Women[Men's Basic Tee,Black,S] Style Men's Basic Tee		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_BLUE	5	2		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Blue] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_RED	2	0		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Red] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_GREEN	2	0		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Green] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_YELLOW	2	0		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Yellow] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_GOLD	2	0		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Gold] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_WHITE	5	2		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,White] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_BLACK	4	2		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Black] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_BLUE	2	0		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Blue] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_SML_GRN	2	0		3.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Small 5cm,Green] Size Small 5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_SML_YELLOW	2	0		3.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Small 5cm,Yellow] Size Small 5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_SML_GOLD	1	1		3.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Small 5cm,Gold] Size Small 5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_WHITE	5	2		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,White] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_MED_BLACK	2	0		5.45	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Med 7.5cm,Black] Size Med 7.5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_SML_RED	2	0		3.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Small 5cm,Red] Size Small 5cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_GRN	2	0		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Green] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_YELLOW	2	0		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Yellow] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_GOLD	2	0		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Gold] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
263467004617	VIN_BONES_4X_LRG_RED	1	1		6.95	30-Jan-18		Brand New	9	4X Pet Animal Dog Bone Vinyl Wall Stickers Decal Car Ute Indoor Outdoor 3 Sizes[Large 10cm,Red] Size Large 10cm		0		15	19-Feb-19 21:54:18 AEST			1000	FALSE	StoresFixedPrice	
